product_id;product_name;brand;package_quantity;package_unit;product_category;from_date;to_date;percentage_of_discount
P020;spaghetti nr.5;Barilla;500.0;g;paste făinoase;2025-02-20;2025-02-26;24
P043;hârtie igienică 3 straturi;Zewa;10.0;role;produse de menaj;2025-02-20;2025-02-26;30
P002;iaurt grecesc;Lidl;0.4;kg;lactate;2025-02-20;2025-02-26;15
P034;cafea măcinată;Davidoff;0.25;kg;cafea;2025-02-20;2025-02-26;13
P031;biscuiți cu unt;Deluxe;0.2;kg;gustări;2025-02-20;2025-02-26;13
P014;roșii cherry;Lidl;250.0;g;legume și fructe;2025-02-20;2025-02-26;29
P008;brânză telemea;Pilos;0.3;kg;lactate;2025-02-20;2025-02-26;12
P024;apă plată;Aqua Carpatica;2.0;l;băuturi;2025-02-20;2025-02-26;22
P049;vin alb demisec;Jidvei;0.75;l;băuturi;2025-02-20;2025-02-26;26
P046;piper negru măcinat;Kotanyi;50.0;g;condimente;2025-02-20;2025-02-26;9
P037;detergent lichid;Persil;2.5;l;produse de menaj;2025-02-20;2025-02-26;17
P017;piept pui;Lidl;1.0;kg;carne;2025-02-20;2025-02-26;8
