product_id;product_name;brand;package_quantity;package_unit;product_category;from_date;to_date;percentage_of_discount
P010;brânză telemea;Proxi;0.3;kg;lactate;2025-05-15;2025-05-20;6
P019;piept pui;Avicola;1.0;kg;carne;2025-05-17;2025-05-20;26
P016;roșii cherry;Generic;250.0;g;legume și fructe;2025-05-16;2025-05-19;26
P033;biscuiți cu unt;RoStar;0.2;kg;gustări;2025-05-15;2025-05-17;7
P051;vin alb demisec;Cotnari;0.75;l;băuturi;2025-05-15;2025-05-20;28
P027;banane;Generic;1.0;kg;legume și fructe;2025-05-16;2025-05-19;13
P036;cafea măcinată;Tchibo;0.25;kg;cafea;2025-05-19;2025-05-21;28
P048;piper negru măcinat;Kamis;50.0;g;condimente;2025-05-19;2025-05-21;8
P007;ouă mărimea M;Din Ogradă;10.0;buc;ouă;2025-05-16;2025-05-20;6
P030;ulei floarea-soarelui;Spornic;1.0;l;alimente de bază;2025-05-16;2025-05-20;13
