product_id;product_name;product_category;brand;package_quantity;package_unit;price;currency
P001;lapte zuzu;lactate;Zuzu;1.0;l;9.6;RON
P002;iaurt grecesc;lactate;Lidl;0.4;kg;11.16;RON
P005;ouă mărimea M;ouă;Lidl;10.0;buc;12.8;RON
P008;brânză telemea;lactate;Pilos;0.3;kg;12.42;RON
P011;pâine albă;panificație;Lidl;500.0;g;3.4;RON
P014;roșii cherry;legume și fructe;Lidl;250.0;g;6.6;RON
P017;piept pui;carne;Lidl;1.0;kg;27.64;RON
P020;spaghetti nr.5;paste făinoase;Barilla;500.0;g;5.63;RON
P021;zahăr tos;alimente de bază;Lidl;1.0;kg;4.27;RON
P024;apă plată;băuturi;Aqua Carpatica;2.0;l;5.04;RON
P026;banane;legume și fructe;Lidl;1.0;kg;5.92;RON
P028;ulei floarea-soarelui;alimente de bază;Bunica;1.0;l;8.92;RON
P031;biscuiți cu unt;gustări;Deluxe;0.2;kg;6.89;RON
P034;cafea măcinată;cafea;Davidoff;0.25;kg;21.73;RON
P037;detergent lichid;produse de menaj;Persil;2.5;l;48.4;RON
P040;șampon păr gras;îngrijire personală;Head & Shoulders;400.0;ml;17.27;RON
P043;hârtie igienică 3 straturi;produse de menaj;Zewa;10.0;role;18.33;RON
P046;piper negru măcinat;condimente;Kotanyi;50.0;g;5.82;RON
P049;vin alb demisec;băuturi;Jidvei;0.75;l;22.8;RON
P052;ciocolată neagră 70%;gustări;Fin Carre;100.0;g;3.78;RON
