product_id;product_name;brand;package_quantity;package_unit;product_category;from_date;to_date;percentage_of_discount
P012;pâine albă;K-Classic;500.0;g;panificație;2025-04-24;2025-04-29;18
P050;vin alb demisec;Recas;0.75;l;băuturi;2025-04-24;2025-04-29;12
P018;piept pui;Agricola;1.0;kg;carne;2025-04-24;2025-04-29;19
P006;ouă mărimea M;Ferma Veche;10.0;buc;ouă;2025-04-24;2025-04-29;10
P061;suc portocale;Santorini;1.0;l;băuturi;2025-04-24;2025-04-29;14
P053;ciocolată neagră 70%;Heidi;100.0;g;gustări;2025-04-24;2025-04-29;8
P063;cașcaval;K-Classic;0.25;kg;lactate;2025-04-24;2025-04-29;22
P020;spaghetti nr.5;Barilla;500.0;g;paste făinoase;2025-04-24;2025-04-29;27
P022;zahăr tos;Mărgăritar;1.0;kg;alimente de bază;2025-04-24;2025-04-29;28
P025;apă plată;Dorna;2.0;l;băuturi;2025-04-24;2025-04-29;5
P032;biscuiți cu unt;Milka;0.2;kg;gustări;2025-04-24;2025-04-29;20
P044;hârtie igienică 3 straturi;Pufina;10.0;role;produse de menaj;2025-04-24;2025-04-29;7
