product_id;product_name;product_category;brand;package_quantity;package_unit;price;currency
P001;lapte zuzu;lactate;Zuzu;1;l;9.81;RON
P003;iaurt grecesc;lactate;Olympus;0.4;kg;10.89;RON
P006;ouă mărimea M;ouă;Ferma Veche;10;buc;12.93;RON
P009;brânză telemea;lactate;Hochland;0.3;kg;12.58;RON
P012;pâine albă;panificație;K-Classic;500;g;3.45;RON
P015;roșii cherry;legume și fructe;K-Bio;250;g;6.62;RON
P018;piept pui;carne;Agricola;1;kg;26.6;RON
P020;spaghetti nr.5;paste făinoase;Barilla;500;g;5.53;RON
P022;zahăr tos;alimente de bază;Mărgăritar;1;kg;4.28;RON
P025;apă plată;băuturi;Dorna;2;l;5.17;RON
P027;banane;legume și fructe;Generic;1;kg;5.93;RON
P029;ulei floarea-soarelui;alimente de bază;Floriol;1;l;9.27;RON
P032;biscuiți cu unt;gustări;Milka;0.2;kg;7.32;RON
P035;cafea măcinată;cafea;Jacobs;0.25;kg;21.64;RON
P038;detergent lichid;produse de menaj;Ariel;2.5;l;48.34;RON
P041;șampon păr gras;îngrijire personală;Elseve;400;ml;17.03;RON
P044;hârtie igienică 3 straturi;produse de menaj;Pufina;10;role;18.03;RON
P047;piper negru măcinat;condimente;Fuchs;50;g;5.89;RON
P050;vin alb demisec;băuturi;Recas;0.75;l;22.73;RON
P053;ciocolată neagră 70%;gustări;Heidi;100;g;3.96;RON
P056;cartofi albi;legume și fructe;Generic;1;kg;3.02;RON
P058;ceapă galbenă;legume și fructe;Generic;1;kg;2.79;RON
P059;morcovi;legume și fructe;Generic;0.5;kg;2.35;RON
P060;suc portocale;băuturi;Cappy;1;l;7.46;RON
P062;cașcaval;lactate;Delaco;0.25;kg;13.92;RON
