product_id;product_name;product_category;brand;package_quantity;package_unit;price;currency
P001;lapte zuzu;lactate;Zuzu;1;l;9.64;RON
P002;iaurt grecesc;lactate;Lidl;0.4;kg;11.33;RON
P005;ouă mărimea M;ouă;Lidl;10;buc;12.61;RON
P008;brânză telemea;lactate;Pilos;0.3;kg;12.37;RON
P011;pâine albă;panificație;Lidl;500;g;3.37;RON
P014;roșii cherry;legume și fructe;Lidl;250;g;6.55;RON
P017;piept pui;carne;Lidl;1;kg;27.63;RON
P020;spaghetti nr.5;paste făinoase;Barilla;500;g;5.6;RON
P021;zahăr tos;alimente de bază;Lidl;1;kg;4.28;RON
P024;apă plată;băuturi;Aqua Carpatica;2;l;5.03;RON
P026;banane;legume și fructe;Lidl;1;kg;6.01;RON
P028;ulei floarea-soarelui;alimente de bază;Bunica;1;l;8.99;RON
P031;biscuiți cu unt;gustări;Deluxe;0.2;kg;7.0;RON
P034;cafea măcinată;cafea;Davidoff;0.25;kg;21.64;RON
P037;detergent lichid;produse de menaj;Persil;2.5;l;48.18;RON
P040;șampon păr gras;îngrijire personală;Head & Shoulders;400;ml;17.28;RON
P043;hârtie igienică 3 straturi;produse de menaj;Zewa;10;role;17.85;RON
P046;piper negru măcinat;condimente;Kotanyi;50;g;5.86;RON
P049;vin alb demisec;băuturi;Jidvei;0.75;l;22.48;RON
P052;ciocolată neagră 70%;gustări;Fin Carre;100;g;3.73;RON
