product_id;product_name;brand;package_quantity;package_unit;product_category;from_date;to_date;percentage_of_discount
P001;lapte zuzu;Zuzu;1.0;l;lactate;2025-03-27;2025-03-29;14
P044;hârtie igienică 3 straturi;Pufina;10.0;role;produse de menaj;2025-03-27;2025-03-29;20
P018;piept pui;Agricola;1.0;kg;carne;2025-03-27;2025-03-29;17
P022;zahăr tos;Mărgăritar;1.0;kg;alimente de bază;2025-03-27;2025-03-29;27
P041;șampon păr gras;Elseve;400.0;ml;îngrijire personală;2025-03-27;2025-03-29;23
P027;banane;Generic;1.0;kg;legume și fructe;2025-03-27;2025-03-29;26
P015;roșii cherry;K-Bio;250.0;g;legume și fructe;2025-03-27;2025-03-29;27
P047;piper negru măcinat;Fuchs;50.0;g;condimente;2025-03-27;2025-03-29;23
P063;cașcaval;K-Classic;0.25;kg;lactate;2025-03-27;2025-03-29;22
P009;brânză telemea;Hochland;0.3;kg;lactate;2025-03-27;2025-03-29;22
P038;detergent lichid;Ariel;2.5;l;produse de menaj;2025-03-27;2025-03-29;21
