product_id;product_name;brand;package_quantity;package_unit;product_category;from_date;to_date;percentage_of_discount
P037;detergent lichid;Persil;2.5;l;produse de menaj;2025-03-20;2025-03-23;22
P005;ouă mărimea M;Lidl;10.0;buc;ouă;2025-03-20;2025-03-23;19
P017;piept pui;Lidl;1.0;kg;carne;2025-03-20;2025-03-23;6
P021;zahăr tos;Lidl;1.0;kg;alimente de bază;2025-03-20;2025-03-23;30
P028;ulei floarea-soarelui;Bunica;1.0;l;alimente de bază;2025-03-20;2025-03-23;27
P020;spaghetti nr.5;Barilla;500.0;g;paste făinoase;2025-03-20;2025-03-23;27
P008;brânză telemea;Pilos;0.3;kg;lactate;2025-03-20;2025-03-23;18
P031;biscuiți cu unt;Deluxe;0.2;kg;gustări;2025-03-20;2025-03-23;9
P026;banane;Lidl;1.0;kg;legume și fructe;2025-03-20;2025-03-23;25
P043;hârtie igienică 3 straturi;Zewa;10.0;role;produse de menaj;2025-03-20;2025-03-23;11
