product_id;product_name;brand;package_quantity;package_unit;product_category;from_date;to_date;percentage_of_discount
P013;pâine albă;Proxi;500.0;g;panificație;2025-02-27;2025-03-02;6
P036;cafea măcinată;Tchibo;0.25;kg;cafea;2025-02-27;2025-03-02;16
P068;iaurt de băut;Activia;0.33;kg;lactate;2025-02-27;2025-03-02;21
P039;detergent lichid;Dero;2.5;l;produse de menaj;2025-02-27;2025-03-02;28
P059;morcovi;Generic;0.5;kg;legume și fructe;2025-02-27;2025-03-02;11
P027;banane;Generic;1.0;kg;legume și fructe;2025-02-27;2025-03-02;24
P007;ouă mărimea M;Din Ogradă;10.0;buc;ouă;2025-02-27;2025-03-02;30
P070;bere blondă;Ursus;0.5;l;băuturi;2025-02-27;2025-03-02;28
P067;orez bob lung;Deroni;1.0;kg;alimente de bază;2025-02-27;2025-03-02;11
P054;ciocolată neagră 70%;Poiana;100.0;g;gustări;2025-02-27;2025-03-02;10
