product_id;product_name;brand;package_quantity;package_unit;product_category;from_date;to_date;percentage_of_discount
P034;cafea măcinată;Davidoff;0.25;kg;cafea;2025-05-01;2025-05-06;14
P037;detergent lichid;Persil;2.5;l;produse de menaj;2025-05-01;2025-05-06;26
P043;hârtie igienică 3 straturi;Zewa;10.0;role;produse de menaj;2025-05-01;2025-05-06;12
P020;spaghetti nr.5;Barilla;500.0;g;paste făinoase;2025-05-01;2025-05-06;9
P049;vin alb demisec;Jidvei;0.75;l;băuturi;2025-05-01;2025-05-06;29
P001;lapte zuzu;Zuzu;1.0;l;lactate;2025-05-01;2025-05-06;21
P046;piper negru măcinat;Kotanyi;50.0;g;condimente;2025-05-01;2025-05-06;14
P040;șampon păr gras;Head & Shoulders;400.0;ml;îngrijire personală;2025-05-01;2025-05-06;5
P002;iaurt grecesc;Lidl;0.4;kg;lactate;2025-05-01;2025-05-06;20
P017;piept pui;Lidl;1.0;kg;carne;2025-05-01;2025-05-06;5
P014;roșii cherry;Lidl;250.0;g;legume și fructe;2025-05-01;2025-05-06;30
