product_id;product_name;product_category;brand;package_quantity;package_unit;price;currency
P001;lapte zuzu;lactate;Zuzu;1;l;9.43;RON
P003;iaurt grecesc;lactate;Olympus;0.4;kg;10.43;RON
P006;ouă mărimea M;ouă;Ferma Veche;10;buc;12.05;RON
P009;brânză telemea;lactate;Hochland;0.3;kg;11.67;RON
P012;pâine albă;panificație;K-Classic;500;g;3.33;RON
P015;roșii cherry;legume și fructe;K-Bio;250;g;6.43;RON
P018;piept pui;carne;Agricola;1;kg;25.2;RON
P020;spaghetti nr.5;paste făinoase;Barilla;500;g;5.18;RON
P022;zahăr tos;alimente de bază;Mărgăritar;1;kg;4.11;RON
P025;apă plată;băuturi;Dorna;2;l;4.81;RON
P027;banane;legume și fructe;Generic;1;kg;5.59;RON
P029;ulei floarea-soarelui;alimente de bază;Floriol;1;l;8.95;RON
P032;biscuiți cu unt;gustări;Milka;0.2;kg;7.05;RON
P035;cafea măcinată;cafea;Jacobs;0.25;kg;21.16;RON
P038;detergent lichid;produse de menaj;Ariel;2.5;l;44.93;RON
P041;șampon păr gras;îngrijire personală;Elseve;400;ml;16.13;RON
P044;hârtie igienică 3 straturi;produse de menaj;Pufina;10;role;16.98;RON
P047;piper negru măcinat;condimente;Fuchs;50;g;5.53;RON
P050;vin alb demisec;băuturi;Recas;0.75;l;22.18;RON
P053;ciocolată neagră 70%;gustări;Heidi;100;g;3.83;RON
P056;cartofi albi;legume și fructe;Generic;1;kg;2.85;RON
P058;ceapă galbenă;legume și fructe;Generic;1;kg;2.67;RON
P059;morcovi;legume și fructe;Generic;0.5;kg;2.25;RON
P060;suc portocale;băuturi;Cappy;1;l;7.27;RON
P062;cașcaval;lactate;Delaco;0.25;kg;13.19;RON
