product_id;product_name;brand;package_quantity;package_unit;product_category;from_date;to_date;percentage_of_discount
P028;ulei floarea-soarelui;Bunica;1.0;l;alimente de bază;2025-02-27;2025-03-03;5
P065;file somon;Lidl;0.2;kg;pește;2025-02-27;2025-03-03;5
P011;pâine albă;Lidl;500.0;g;panificație;2025-02-27;2025-03-03;27
P043;hârtie igienică 3 straturi;Zewa;10.0;role;produse de menaj;2025-02-27;2025-03-03;12
P066;cremă de brânză;Almette;0.15;kg;lactate;2025-02-27;2025-03-03;12
P031;biscuiți cu unt;Deluxe;0.2;kg;gustări;2025-02-27;2025-03-03;6
P001;lapte zuzu;Zuzu;1.0;l;lactate;2025-02-27;2025-03-03;13
P057;ceapă galbenă;Lidl;1.0;kg;legume și fructe;2025-02-27;2025-03-03;14
P021;zahăr tos;Lidl;1.0;kg;alimente de bază;2025-02-27;2025-03-03;12
P026;banane;Lidl;1.0;kg;legume și fructe;2025-02-27;2025-03-03;20
