product_id;product_name;brand;package_quantity;package_unit;product_category;from_date;to_date;percentage_of_discount
P008;brânză telemea;Pilos;0.3;kg;lactate;2025-06-05;2025-06-08;12
P040;șampon păr gras;Head & Shoulders;400.0;ml;îngrijire personală;2025-06-05;2025-06-08;30
P005;ouă mărimea M;Lidl;10.0;buc;ouă;2025-06-05;2025-06-08;12
P017;piept pui;Lidl;1.0;kg;carne;2025-06-05;2025-06-08;26
P028;ulei floarea-soarelui;Bunica;1.0;l;alimente de bază;2025-06-05;2025-06-08;20
P057;ceapă galbenă;Lidl;1.0;kg;legume și fructe;2025-06-05;2025-06-08;29
P020;spaghetti nr.5;Barilla;500.0;g;paste făinoase;2025-06-05;2025-06-08;22
P066;cremă de brânză;Almette;0.15;kg;lactate;2025-06-05;2025-06-08;20
P049;vin alb demisec;Jidvei;0.75;l;băuturi;2025-06-05;2025-06-08;16
P011;pâine albă;Lidl;500.0;g;panificație;2025-06-05;2025-06-08;21
P065;file somon;Lidl;0.2;kg;pește;2025-06-05;2025-06-08;26
P001;lapte zuzu;Zuzu;1.0;l;lactate;2025-06-05;2025-06-08;16
