product_id;product_name;brand;package_quantity;package_unit;product_category;from_date;to_date;percentage_of_discount
P037;detergent lichid;Persil;2.5;l;produse de menaj;2025-04-17;2025-04-19;5
P014;roșii cherry;Lidl;250.0;g;legume și fructe;2025-04-17;2025-04-19;27
P011;pâine albă;Lidl;500.0;g;panificație;2025-04-17;2025-04-19;16
P040;șampon păr gras;Head & Shoulders;400.0;ml;îngrijire personală;2025-04-17;2025-04-19;21
P005;ouă mărimea M;Lidl;10.0;buc;ouă;2025-04-17;2025-04-19;29
P020;spaghetti nr.5;Barilla;500.0;g;paste făinoase;2025-04-17;2025-04-19;19
P002;iaurt grecesc;Lidl;0.4;kg;lactate;2025-04-17;2025-04-19;16
P052;ciocolată neagră 70%;Fin Carre;100.0;g;gustări;2025-04-17;2025-04-19;28
P001;lapte zuzu;Zuzu;1.0;l;lactate;2025-04-17;2025-04-19;22
P034;cafea măcinată;Davidoff;0.25;kg;cafea;2025-04-17;2025-04-19;28
P017;piept pui;Lidl;1.0;kg;carne;2025-04-17;2025-04-19;24
P026;banane;Lidl;1.0;kg;legume și fructe;2025-04-17;2025-04-19;12
