product_id;product_name;brand;package_quantity;package_unit;product_category;from_date;to_date;percentage_of_discount
P024;apă plată;Aqua Carpatica;2.0;l;băuturi;2025-05-01;2025-05-03;9
P034;cafea măcinată;Davidoff;0.25;kg;cafea;2025-05-01;2025-05-03;13
P028;ulei floarea-soarelui;Bunica;1.0;l;alimente de bază;2025-05-01;2025-05-03;29
P043;hârtie igienică 3 straturi;Zewa;10.0;role;produse de menaj;2025-05-01;2025-05-03;30
P040;șampon păr gras;Head & Shoulders;400.0;ml;îngrijire personală;2025-05-01;2025-05-03;26
P001;lapte zuzu;Zuzu;1.0;l;lactate;2025-05-01;2025-05-03;11
P052;ciocolată neagră 70%;Fin Carre;100.0;g;gustări;2025-05-01;2025-05-03;29
P020;spaghetti nr.5;Barilla;500.0;g;paste făinoase;2025-05-01;2025-05-03;13
P011;pâine albă;Lidl;500.0;g;panificație;2025-05-01;2025-05-03;21
P005;ouă mărimea M;Lidl;10.0;buc;ouă;2025-05-01;2025-05-03;14
P017;piept pui;Lidl;1.0;kg;carne;2025-05-01;2025-05-03;6
P049;vin alb demisec;Jidvei;0.75;l;băuturi;2025-05-01;2025-05-03;29
